"","IdOrig","MeanCatch","TotalCatch","TooFewCatchYears","PercentMissingTooHigh","NoCatch","SpeciesCatName","NoRamOrSofiaBiomass","NoSpeciesCategory","WrongSpeciesCategory","DropFishery"
"1901","1493-FAO-87-57",6,6,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"1902","14938-FAO-51-38",9,54,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1903","1494-FAO-87-34",333,333,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"1904","14940-FAO-51-33",617.333333333333,1852,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1905","14943-FAO-51-33",300,900,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1906","14946-FAO-51-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1907","14947-FAO-51-35",385,1155,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"1908","1497-FAO-87-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1909","14971-FAO-57-36",2.5,10,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1910","14972-FAO-51-36",3.8,19,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1911","14979-FAO-57-36",5.6,28,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1912","1498-FAO-21-31",224.333333333333,1346,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"1913","14980-FAO-51-36",6,30,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1914","14983-FAO-57-37",16,16,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1915","1499-FAO-34-36",17.6,88,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1916","1500-FAO-27-36",10,20,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1917","1501-FAO-27-36",5.5,11,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1918","1502-FAO-34-36",3,3,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1919","15024-FAO-57-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1920","15025-FAO-51-36",2.66666666666667,8,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1921","1504-FAO-27-36",105,210,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1922","1505-FAO-34-37",182,182,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1923","15067-FAO-51-38",11.5,23,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1924","15071-FAO-51-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1925","15077-FAO-51-36",7419.83333333333,44519,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1926","15080-FAO-57-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1927","15081-FAO-51-36",54.5,109,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1928","15084-FAO-57-36",1.75,7,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1929","15085-FAO-51-36",2,4,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1930","1509-FAO-47-36",186.333333333333,559,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1931","15096-FAO-51-36",152.5,610,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1932","15111-FAO-34-36",28,28,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1933","15112-FAO-34-33",10,10,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1934","15113-FAO-34-36",56.5,113,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1935","15115-FAO-34-37",418.5,837,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1936","15117-FAO-34-36",11.5,23,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1937","1512-FAO-34-57",3,3,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"1938","15122-FAO-34-36",2,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1939","15123-FAO-34-33",2,2,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1940","15126-FAO-34-33",38.5,77,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1941","15130-FAO-34-33",18,36,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1942","15131-FAO-34-37",1425.66666666667,4277,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1943","15135-FAO-34-34",1,5,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"1944","15137-FAO-34-36",323.166666666667,1939,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1945","15141-FAO-34-38",22.6666666666667,68,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1946","15143-FAO-34-33",5,5,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1947","15146-FAO-34-36",674,2022,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1948","1515-FAO-34-38",7,21,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1949","15152-FAO-34-58",1,1,TRUE,FALSE,FALSE,"Miscellaneous marine molluscs",FALSE,FALSE,FALSE,1
"1950","15157-FAO-34-33",3.2,16,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1951","15164-FAO-34-33",1,2,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1952","15166-FAO-34-33",2.6,13,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1953","15167-FAO-34-38",5,5,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1954","15168-FAO-34-38",3.5,7,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1955","15169-FAO-34-36",906,5436,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1956","1517-FAO-27-36",10,20,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1957","15176-FAO-34-33",145.666666666667,874,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1958","15179-FAO-34-36",121,242,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1959","1518-FAO-47-36",193,579,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1960","15184-FAO-34-33",11.8,59,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1961","15185-FAO-34-36",7,21,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1962","15186-FAO-77-37",4,4,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1963","15187-FAO-77-36",1,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1964","15188-FAO-77-37",1,1,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1965","1519-FAO-34-36",12,12,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1966","15190-FAO-77-37",1,1,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"1967","15191-FAO-77-38",1,1,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1968","15194-FAO-77-36",2,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1969","1521-FAO-34-36",245,245,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1970","15220-FAO-31-38",5.5,11,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1971","15228-FAO-31-36",34.8333333333333,209,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1972","15230-FAO-31-38",1,3,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1973","15239-FAO-31-36",2.5,10,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1974","1524-FAO-47-36",80,240,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1975","15241-FAO-31-52",NA,0,TRUE,TRUE,TRUE,"Abalones, winkles, conchs",FALSE,FALSE,FALSE,1
"1976","15249-FAO-37-36",688.5,2754,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1977","15254-FAO-37-38",811,811,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1978","15259-FAO-37-33",102.166666666667,613,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1979","15262-FAO-37-57",1438.2,7191,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"1980","15269-FAO-37-52",10.3333333333333,62,TRUE,FALSE,FALSE,"Abalones, winkles, conchs",FALSE,FALSE,FALSE,1
"1981","15287-FAO-37-32",70.6666666666667,424,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"1982","15299-FAO-37-38",69,69,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1983","15303-FAO-37-33",6,6,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1984","15304-FAO-37-54",158.666666666667,476,TRUE,FALSE,FALSE,"Mussels",FALSE,FALSE,FALSE,1
"1985","15305-FAO-37-42",11.5,23,TRUE,FALSE,FALSE,"Crabs, sea-spiders",FALSE,FALSE,FALSE,1
"1986","1532-FAO-47-36",56,56,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1987","15333-FAO-37-31",1.6,8,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"1988","15346-FAO-37-45",540.166666666667,3241,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"1989","1535-FAO-34-32",3,6,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"1990","15351-FAO-37-31",853.833333333333,5123,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"1991","15354-FAO-37-45",1992.16666666667,11953,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"1992","15359-FAO-37-31",79.1666666666667,475,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"1993","15376-FAO-37-33",89.6666666666667,538,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"1994","15386-FAO-37-34",248.666666666667,1492,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"1995","15389-FAO-37-43",22.3333333333333,134,TRUE,FALSE,FALSE,"Lobsters, spiny-rock lobsters",FALSE,FALSE,FALSE,1
"1996","154-FAO-77-38",3,3,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"1997","15410-FAO-31-36",2,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1998","15413-FAO-31-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"1999","15415-FAO-31-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2000","15416-FAO-71-36",168,336,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2001","15417-FAO-71-36",682.75,2731,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2002","15418-FAO-71-36",16.3333333333333,49,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2003","15419-FAO-71-36",7.75,31,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2004","15422-FAO-71-36",1,2,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2005","15423-FAO-71-36",2,4,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2006","15426-FAO-31-37",4.5,9,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2007","15428-FAO-31-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2008","15429-FAO-31-33",15.6666666666667,94,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2009","15430-FAO-31-33",1,1,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2010","15433-FAO-31-35",1,1,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2011","15438-FAO-31-33",1,6,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2012","15439-FAO-31-36",5,5,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2013","15442-FAO-31-37",1,1,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2014","15446-FAO-31-36",1,1,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2015","15454-FAO-31-36",3,3,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2016","15455-FAO-48-34",1,1,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2017","15456-FAO-48-33",8,8,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2018","15457-FAO-88-34",NA,0,TRUE,TRUE,TRUE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2019","15459-FAO-61-32",5996.66666666667,17990,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2020","15461-FAO-57-34",9,9,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2021","15463-FAO-81-34",10,20,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2022","15464-FAO-34-37",39,78,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2023","15465-FAO-21-31",80,80,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"2024","15466-FAO-48-33",14,14,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2025","15467-FAO-88-38",1,1,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2026","15468-FAO-88-34",154,154,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2027","15470-FAO-41-35",147,147,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2028","15471-FAO-41-32",404.833333333333,2429,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2029","15472-FAO-81-34",4,12,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2030","15474-FAO-34-37",137,685,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2031","15475-FAO-47-37",66,66,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2032","15476-FAO-27-35",60.6666666666667,182,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2033","15477-FAO-27-37",114.25,457,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2034","15478-FAO-27-37",2859.16666666667,17155,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2035","15479-FAO-34-37",18,54,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2036","1548-FAO-34-31",2.5,5,TRUE,FALSE,FALSE,"Flounders, halibuts, soles",FALSE,FALSE,FALSE,1
"2037","15481-FAO-27-34",3782.66666666667,11348,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2038","15482-FAO-21-34",5.33333333333333,16,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2039","15483-FAO-81-35",44.5,178,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2040","15484-FAO-81-33",11,11,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2041","15485-FAO-37-45",43.3333333333333,130,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"2042","15486-FAO-81-34",8.5,17,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2043","15487-FAO-34-37",118.75,475,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2044","15488-FAO-51-37",127,381,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2045","15489-FAO-81-38",36,36,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2046","15490-FAO-27-34",3011.5,12046,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2047","15491-FAO-47-32",31,31,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2048","15493-FAO-41-32",22,66,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2049","15494-FAO-81-38",1,1,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2050","15496-FAO-81-34",4,4,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2051","15497-FAO-81-34",97.6666666666667,293,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2052","15498-FAO-48-34",3,3,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2053","15499-FAO-41-32",11.5,23,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2054","15500-FAO-88-32",1,1,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2055","15502-FAO-47-37",229,229,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2056","15505-FAO-34-36",10,20,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2057","15506-FAO-27-32",3314.5,13258,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2058","15507-FAO-81-34",3.8,19,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2059","15509-FAO-47-37",53,53,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2060","15510-FAO-51-37",125,250,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2061","15511-FAO-37-37",4,8,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2062","15512-FAO-34-34",5,10,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2063","15513-FAO-34-33",68,68,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2064","15514-FAO-57-34",10,10,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2065","15516-FAO-87-34",75,75,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2066","15517-FAO-41-32",34.25,137,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2067","15518-FAO-57-37",14,14,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2068","15519-FAO-81-34",1760.83333333333,10565,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2069","1552-FAO-34-58",12.3333333333333,74,TRUE,FALSE,FALSE,"Miscellaneous marine molluscs",FALSE,FALSE,FALSE,1
"2070","15522-FAO-27-37",5376.5,10753,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2071","15523-FAO-81-34",17,51,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2072","15524-FAO-47-37",12,12,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2073","15525-FAO-51-34",28.2,141,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2074","15526-FAO-87-37",86542.6,432713,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2075","15528-FAO-47-37",1459.75,5839,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2076","15529-FAO-51-37",940,940,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2077","15530-FAO-87-37",5327.2,26636,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2078","15531-FAO-34-35",95,95,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2079","15532-FAO-81-35",5.5,11,TRUE,FALSE,FALSE,"Herrings, sardines, anchovies",FALSE,FALSE,FALSE,1
"2080","15533-FAO-51-37",4,4,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2081","15535-FAO-81-32",4.33333333333333,13,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2082","15536-FAO-37-38",7.5,15,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2083","15537-FAO-81-34",439,1756,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2084","15539-FAO-88-34",NA,0,TRUE,TRUE,TRUE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2085","15541-FAO-34-57",1,1,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"2086","15542-FAO-51-57",171.5,686,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"2087","15544-FAO-81-37",4,12,TRUE,FALSE,FALSE,"Miscellaneous pelagic fishes",FALSE,FALSE,FALSE,1
"2088","15545-FAO-34-45",2,2,TRUE,FALSE,FALSE,"Shrimps, prawns",FALSE,FALSE,FALSE,1
"2089","15546-FAO-51-33",33.5,134,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2090","15547-FAO-88-38",NA,0,TRUE,TRUE,TRUE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2091","15548-FAO-51-33",101,303,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2092","15554-FAO-27-39",241.666666666667,1450,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"2093","15555-FAO-21-39",1,2,TRUE,FALSE,FALSE,"Marine fishes not identified",FALSE,FALSE,FALSE,1
"2094","15556-FAO-34-32",12,12,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2095","15558-FAO-34-36",281,1405,TRUE,FALSE,FALSE,"Tunas, bonitos, billfishes",FALSE,FALSE,FALSE,1
"2096","15559-FAO-81-34",33,99,TRUE,FALSE,FALSE,"Miscellaneous demersal fishes",FALSE,FALSE,FALSE,1
"2097","15560-FAO-41-32",21,21,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2098","15561-FAO-81-32",502,1004,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2099","15563-FAO-81-38",1,2,TRUE,FALSE,FALSE,"Sharks, rays, chimaeras",FALSE,FALSE,FALSE,1
"2100","15564-FAO-34-33",554,554,TRUE,FALSE,FALSE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
"2101","15566-FAO-37-11",4.33333333333333,26,TRUE,FALSE,FALSE,"Carps, barbels and other cyprinids",FALSE,FALSE,FALSE,1
"2102","15567-FAO-61-57",343,343,TRUE,FALSE,FALSE,"Squids, cuttlefishes, octopuses",FALSE,FALSE,FALSE,1
"2103","15569-FAO-41-32",12480.25,49921,TRUE,FALSE,FALSE,"Cods, hakes, haddocks",FALSE,FALSE,FALSE,1
"2104","15571-FAO-58-33",NA,0,TRUE,TRUE,TRUE,"Miscellaneous coastal fishes",FALSE,FALSE,FALSE,1
