assessid,assessorid,stockid,recorder,dateloaded,daterecorded,assessyear,assesssource,contacts,notes,pdffile,assess,refpoints,assessmethod,assesscomments,xlsfilename,mostrecent,tsn,scientificname,genus,species,assessid,bioid,biovalue,bioyear,bionotes,stockid,scientificname,commonname,stocklong,commonname1,family
DFO-MAR-COD4VsW-1958-2002-PREFONTAINE,DFO-MAR,COD4VsW,PREFONTAINE,7/25/11,6/9/08,1958-2002,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,"Robert Mohn, MohnR@dfo-mpo.gc.ca","The total mortality (Z) can be used as an estimate of natural mortality (M) since 1993, the year where the fishary was closed, as fishing mortality (F) is close to 0.",NAFO-COD4VsW-2003.pdf,1,1,Unknown,no comments,../spreadsheets/PREFONTAINE-COD4VsW-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-MAR-COD4VsW-1958-2002-PREFONTAINE,SSBsb50/90-MT,12590,2002,NULL,COD4VsW,Gadus morhua,Atlantic cod,Atlantic cod NAFO 4VsW,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,SSB-AGE-yr,3+,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,REC-AGE-yr,1,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,F-AGE-yr-yr, 4-9,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,F-CALC-0-1-2,1,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,TB-TYPE-0-1,1,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,TB-AGE-yr, 1-10,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,Habitat-Habitat,DEMERSAL MARINE,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,M-1/T,0.2,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-COD5Zjm-1978-2003-PREFONTAINE,DFO,COD5Zjm,PREFONTAINE,7/25/11,6/10/08,1978-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,"The total landings are separated into three time series; 1 is Canadian landings (which have been from previous reports for 1986-1998), 2 is USA landings and 3 is the sum of these.In the VPA analysis the fishing mortality at age 10 for years 1978-1997 is estimated to be the weighed average of ages 8 and 9 of the same year.",NAFO-COD5Zjm-2003.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD5Zjm-2003-editedDR-QAQC.xls,yes,164712,Gadus morhua,Gadus,morhua,DFO-COD5Zjm-1978-2003-PREFONTAINE,F0.1-1/yr,0.18,2003,NA,COD5Zjm,Gadus morhua,Atlantic cod,Atlantic cod NAFO 5Zjm,Atlantic cod,Gadidae
DFO-PAC-HERRQCI-1951-2007-COLLIE,DFO-PAC,HERRQCI,COLLIE,7/25/11,7/30/08,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRQCI-2007-editedDR-QAQC.xls,yes,551209,Clupea pallasii,Clupea,pallasii,DFO-PAC-HERRQCI-1951-2007-COLLIE,REC-AGE-yr,3,NULL,,HERRQCI,Clupea pallasii,Pacific herring,Pacific herring Queen Charlotte Islands,Pacific herring,Clupeidae
DFO-PAC-HERRCC-1951-2007-COLLIE,DFO-PAC,HERRCC,COLLIE,7/25/11,7/30/08,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRCC-2007-editedDR-QAQC.xls,yes,551209,Clupea pallasii,Clupea,pallasii,DFO-PAC-HERRCC-1951-2007-COLLIE,REC-AGE-yr,3,NULL,,HERRCC,Clupea pallasii,Pacific herring,Pacific herring Central Coast,Pacific herring,Clupeidae
DFO-PAC-HERRPRD-1951-2007-COLLIE,DFO-PAC,HERRPRD,COLLIE,7/25/11,7/30/08,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRPRD-2007-editedDR-QAQC.xls,yes,551209,Clupea pallasii,Clupea,pallasii,DFO-PAC-HERRPRD-1951-2007-COLLIE,REC-AGE-yr,3,NULL,,HERRPRD,Clupea pallasii,Pacific herring,Pacific herring Prince Rupert District,Pacific herring,Clupeidae
DFO-PAC-HERRSOG-1951-2007-COLLIE,DFO-PAC,HERRSOG,COLLIE,7/25/11,7/29/08,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRSOG-2007-editedDR-QAQC.xls,yes,551209,Clupea pallasii,Clupea,pallasii,DFO-PAC-HERRSOG-1951-2007-COLLIE,REC-AGE-yr,3,NULL,,HERRSOG,Clupea pallasii,Pacific herring,Pacific herring Straight of Georgia,Pacific herring,Clupeidae
DFO-PAC-HERRWCVANI-1951-2007-COLLIE,DFO-PAC,HERRWCVANI,COLLIE,7/25/11,7/29/08,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRWCVI-2007-editedDR-QAQC.xls,yes,551209,Clupea pallasii,Clupea,pallasii,DFO-PAC-HERRWCVANI-1951-2007-COLLIE,REC-AGE-yr,3,NULL,,HERRWCVANI,Clupea pallasii,Pacific herring,Pacific herring West Coast of Vancouver Island,Pacific herring,Clupeidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Linf-cm,89.48,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,M-1/yr,0.567,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Habitat-Habitat,demersal marine,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,SSB-AGE-yr,2+,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,SSB-SEX-sex,0,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,REC-AGE-yr,2,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,F-AGE-yr-yr,2+,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,F-SEX-sex,0,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Blim-MT,11165,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Bmsy-MT,8861,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Fmsy-1/yr,0.354,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,Fext-1/yr,1.586,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODHS-1956-2005-COLLIE,DFO-PAC,PCODHS,COLLIE,7/25/11,4/8/08,1956-2005,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7",this is a test entry only,RES2005_026_Cod.pdf,1,1,Delay difference,"""Estimate M,h"" version of model used",../spreadsheets/COLLIE-PCODHS-2005-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODHS-1956-2005-COLLIE,TB-AGE-yr,2+,NULL,,PCODHS,Gadus macrocephalus,Pacific cod,Pacific cod Hecate Strait,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,Linf-cm,89.48,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,M-1/yr,0.579,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,Habitat-Habitat,demersal marine,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,Bmsy-MT,6731,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,SSB-AGE-yr,2+,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,SSB-SEX-sex,0,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,REC-AGE-yr,2,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
DFO-PAC-PCODWCVANI-1956-2002-COLLIE,DFO-PAC,PCODWCVANI,COLLIE,7/25/11,4/13/08,1956-2002,http://www.pac.dfo-mpo.gc.ca/sci/psarc/ResDocs/groundfish05_e.htm,"A.F. Sinclair, DFO Science Branch, Pacific Biological Station, Nanaimo, BC V9T 6N7, <Alan.Sinclair@dfo-mpo.gc.ca>",this is a test entry only,2002-113.pdf,1,1,Delay difference,preferred version of model used that included shrimp-trawl data,../spreadsheets/COLLIE-PCODWCVANI-2002-editedDR-QAQC.xls,yes,164711,Gadus macrocephalus,Gadus,macrocephalus,DFO-PAC-PCODWCVANI-1956-2002-COLLIE,F-AGE-yr-yr,2+,NULL,,PCODWCVANI,Gadus macrocephalus,Pacific cod,Pacific cod West Coast of Vancouver Island,Pacific cod,Gadidae
