SpeciesCatName,Species_AFSIS,CommName,best_fit_AgCommodity_0711,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,yrs_missing
Miscellaneous coastal fishes,Eucinostomus melanopterus,Flagfin mojarra,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gerreidae,"Mojarras, etc. nei",Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gerres nigri,Guinean striped mojarra,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gerres oblongus,Slender silver-biddy,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gerres oyena,Common silver-biddy,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gerres spp,Mojarras(=Silver-biddies) nei,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Brachydeuterus auritus,Bigeye grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Conodon nobilis,Barred grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Diagramma pictum,Painted sweetlips,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Haemulidae (=Pomadasyidae),"Grunts, sweetlips nei",Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Haemulon album,White margate,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Haemulon plumierii,White grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Haemulon spp,Grunts nei,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Isacia conceptionis,Cabinza grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Orthopristis chrysoptera,Pigfish,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Parapristipoma octolineatum,African striped grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus gaterinus,Blackspotted rubberlip,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus macrolepis,Biglip grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus mediterraneus,Rubberlip grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus pictus,Trout sweetlips,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus schotaf,Minstrel sweetlips,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus sordidus,Sordid rubberlip,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Plectorhinchus spp,"Sweetlips, rubberlips nei",Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Pomadasys argenteus,Silver grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Pomadasys incisus,Bastard grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Pomadasys jubelini,Sompat grunt,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Pomadasys kaakan,Javelin grunter,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Pomadasys stridens,Striped piggy,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Girella nigricans,Opaleye,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Girella tricuspidata,Parore,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Kyphosidae,Sea chubs nei,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Centrolabrus exoletus,Rock cook,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Cheilinus undulatus,Humphead wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Clepticus parrae,Creole wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Coris julis,Rainbow wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Ctenolabrus rupestris,Goldsinny-wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Labridae,"Wrasses, hogfishes, etc. nei",Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Labrus bergylta,Ballan wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Labrus merula,Brown wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Lachnolaimus maximus,Hogfish,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Semicossyphus pulcher,California sheephead,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Symphodus melops,Corkwing wrasse,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Tautoga onitis,Tautog,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Tautogolabrus adspersus,Cunner,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Xyrichtys novacula,Pearly razorfish,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Leiognathidae,Ponyfishes(=Slipmouths) nei,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Leiognathus spp,Ponyfishes(=Slipmouths),Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Gymnocranius spp,Largeeye breams,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Lethrinidae,Emperors(=Scavengers) nei,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Lethrinus atlanticus,Atlantic emperor,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Lethrinus borbonicus,Snubnose emperor,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
Miscellaneous coastal fishes,Lethrinus harak,Thumbprint emperor,Misc. coastal fishes,982.1590363,1076.244061,1072.353799,1257.749917,1107.332736,1297.147823,1361.375462,1404.907347,1251.575395,1185.74024,1482.31419,1121.734689,1547.4058,1471.496416,1556.924384,2132.737349,2964.86892,2055.844729,2834.660779,3317.500729,3447.57056,3119.518648,2593.9401,3043.348809,2268.928121,1671.834632,1773.493703,1817.24379,1845.689288,1833.200672,1693.632987,1708.197618,2023.860754,1619.118353,1772.839553,2043.66403,0
